Timestamp,Equipment_ID,Driver_ID,Equipment_Type,Fuel_Level (L),Fuel_Consumed (L/hr),Fuel_Tank_Capacity (L),Idle_Time (min),Load (%),RPM,Speed (km/h),Distance_Travelled (km),Fuel_Price (₹),Temperature (°C),Engine_Temperature (°C),Oil_Pressure (psi),Throttle_Position (%),Gear_Position,Driving_Mode,Battery_Voltage (V),Sensor_Fault_Code,Fuel_Efficiency (km/L),Emission_Rate (g/km),Maintenance_Status,Time_Since_Last_Service (hrs),Average_Load_Last_3hr (%),Operational_Status,Refuel_Event,Event_Notes,Location
2024-01-01 17:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,99.84114588922716,9.919171342262423,17.501557400503977,18.12800863866991,0.0,N,N/A,11.67792948663663,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_2
2024-01-01 18:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,104.55090302982872,5.37414646614396,12.558011448120581,16.43338166968895,0.0,N,N/A,12.412609222841127,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_1
2024-01-01 19:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,108.09235086907898,-9.62470413796419,0.3523096398919101,16.528653326655572,0.0,N,N/A,11.500867641962273,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_4
2024-01-01 20:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,109.0831069185229,0.3076600592740846,14.706770791575456,14.906794538955346,0.0,N,N/A,11.936057667463368,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_1
2024-01-01 21:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,102.94148819009467,-0.35867316704934105,10.313765688070012,19.35042187508951,0.0,N,N/A,11.858918326597212,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_4
2024-01-01 22:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,97.6832735032937,7.0668415667005675,15.467469468884754,18.411815871271443,0.0,N,N/A,12.260453080881447,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_2
2024-01-01 23:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,93.86185437818834,3.917645572141515,17.88225255064498,16.30617057448943,0.0,N,N/A,11.85926112150031,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_4
2024-01-02 00:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,109.33148279724026,1.8589085695870402,11.751234074364437,10.629926308448551,0.0,N,N/A,12.040552047218439,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_5
2024-01-02 01:00:00,Generator_001,D027,Generator,107.18970581894555,28.417779048750596,250.0,0.0,5.468744676489207,1743.794528930644,3.70077789072942,3.70077789072942,107.48510785945675,4.42023978275277,76.06086318569953,41.09374893529784,5.858289536079158,1,Power,11.905507855997884,0,0.13022755523507834,93.30758884127073,Normal,114.87045920562383,5.377679938039416,Running,No,,Site_5
2024-01-02 02:00:00,Generator_001,D027,Generator,107.18970581894555,0.0,250.0,0.0,0.0,0.0,0.0,0.0,94.85365103204501,1.5869142462291776,15.8350723637644,10.368776674230375,0.0,N,N/A,11.64159047222804,0,0.0,0.0,Normal,114.87045920562383,0.0,Stopped,No,,Site_4
2024-01-02 03:00:00,Generator_001,D027,Generator,107.18970581894555,0.0,250.0,0.0,0.0,0.0,0.0,0.0,106.35600355527853,-9.712695900760739,1.613918646757007,19.046623506198625,0.0,N,N/A,12.320739223016032,0,0.0,0.0,Normal,114.87045920562383,0.0,Stopped,No,,Site_5
2024-01-02 04:00:00,Generator_001,D027,Generator,76.42443485179824,30.765270967147316,250.0,0.0,6.8500055946860625,1765.0622438136656,8.757497973101172,8.757497973101172,101.5193402090497,-5.588549515141532,66.46645216326428,41.37000111893721,8.15384461782049,1,Power,12.304453530927308,0,0.28465531743415695,93.84729153947056,Normal,115.87045920562383,6.36840893971795,Running,No,,Site_4
2024-01-02 05:00:00,Generator_001,D027,Generator,76.42443485179824,0.0,250.0,0.0,0.0,0.0,0.0,0.0,93.3610170627081,6.7285418457824555,19.659558545247954,17.642278823672722,0.0,N,N/A,12.093085253040847,0,0.0,0.0,Normal,115.87045920562383,0.0,Stopped,No,,Site_1
2024-01-02 06:00:00,Generator_001,D027,Generator,76.42443485179824,0.0,250.0,0.0,0.0,0.0,0.0,0.0,107.592538816775,-6.699877464970767,0.7365686299650323,15.819858017615891,0.0,N,N/A,11.633370877057075,0,0.0,0.0,Normal,115.87045920562383,0.0,Stopped,No,,Site_5
2024-01-02 07:00:00,Generator_001,D027,Generator,46.37178781175575,30.05264704004249,250.0,0.0,2.563209955169725,1699.0570841642993,10.148766241488937,10.148766241488937,102.7965140746459,4.134824969136087,74.90378795568701,40.512641991033945,2.261940733995376,2,Power,12.093730523339772,0,0.337699578608387,92.17230374911269,Normal,116.87045920562383,2.7604318705948128,Running,No,,Site_4
2024-01-02 08:00:00,Generator_001,D027,Generator,46.37178781175575,0.0,250.0,0.0,0.0,0.0,0.0,0.0,106.52967196443424,-1.759373509995081,12.621522594471008,16.105379886304853,0.0,N,N/A,11.53762121197784,0,0.0,0.0,Normal,116.87045920562383,0.0,Stopped,No,,Site_4
2024-01-02 09:00:00,Generator_001,D027,Generator,46.37178781175575,0.0,250.0,0.0,0.0,0.0,0.0,0.0,100.79445652776073,-1.6242825978144957,8.952821436880459,11.919028618746088,0.0,N,N/A,12.486603524760895,0,0.0,0.0,Normal,116.87045920562383,0.0,Stopped,No,,Site_5
2024-01-02 10:00:00,Generator_001,D027,Generator,46.37178781175575,0.0,250.0,0.0,0.0,0.0,0.0,0.0,108.45346078919107,5.406625662217175,16.99989724614003,12.764265839239137,0.0,N,N/A,11.693718993013196,0,0.0,0.0,Normal,116.87045920562383,0.0,Stopped,No,,Site_4
2024-01-02 11:00:00,Generator_001,D027,Generator,202.7149252132193,21.935398819950002,250.0,20.42048376149566,5.686689354436953,778.0159186697126,0.0,0.0,107.90158349801598,-0.9370474452797346,70.76895936105136,41.13733787088739,4.813361917917398,N,N/A,12.037360639690515,0,0.0,93.3927467786286,Normal,117.87045920562383,5.6527088743576845,Running,Yes,Refueling event,Site_1
2024-01-02 12:00:00,Generator_001,D027,Generator,202.7149252132193,0.0,250.0,0.0,0.0,0.0,0.0,0.0,104.75495732018284,1.854133245313431,10.113856388523415,11.987513955465461,0.0,N,N/A,12.176852545875107,0,0.0,0.0,Normal,117.87045920562383,0.0,Stopped,No,,Site_1
2024-01-02 13:00:00,Generator_001,D027,Generator,202.7149252132193,0.0,250.0,0.0,0.0,0.0,0.0,0.0,93.5612153094009,-2.4893522424451797,4.717275340576469,14.709902598343213,0.0,N,N/A,11.984407715904261,0,0.0,0.0,Normal,117.87045920562383,0.0,Stopped,No,,Site_2
2024-01-02 14:00:00,Generator_001,D027,Generator,202.7149252132193,0.0,250.0,0.0,0.0,0.0,0.0,0.0,92.73002998696406,-0.8451961398391106,6.0963530891883035,13.585901854601197,0.0,N,N/A,11.76969453098037,0,0.0,0.0,Normal,117.87045920562383,0.0,Stopped,No,,Site_1
2024-01-02 15:00:00,Generator_001,D027,Generator,202.7149252132193,0.0,250.0,0.0,0.0,0.0,0.0,0.0,101.05511275753439,-0.8284215005898723,5.883591666578296,13.435760082293566,0.0,N,N/A,12.386408971959066,0,0.0,0.0,Normal,117.87045920562383,0.0,Stopped,No,,Site_5
2024-01-02 16:00:00,Generator_001,D027,Generator,202.7149252132193,0.0,250.0,0.0,0.0,0.0,0.0,0.0,104.72357718238212,-1.766077152345515,8.451610669729181,18.621990531359934,0.0,N,N/A,11.716442604300237,0,0.0,0.0,Normal,117.87045920562383,0.0,Stopped,No,,Site_4
2024-01-02 17:00:00,Generator_001,D027,Generator,202.7149252132193,0.0,250.0,0.0,0.0,0.0,0.0,0.0,90.88448390961568,-3.454081053398741,7.340589246966245,18.918226281365726,0.0,N,N/A,12.091771632032486,0,0.0,0.0,Normal,117.87045920562383,0.0,Stopped,No,,Site_5
2024-01-02 18:00:00,Generator_001,D027,Generator,202.7149252132193,0.0,250.0,0.0,0.0,0.0,0.0,0.0,101.16973932878355,4.669526035876032,14.711689321013786,14.256976435417066,0.0,N,N/A,11.894320156270782,0,0.0,0.0,Normal,117.87045920562383,0.0,Stopped,No,,Site_1
2024-01-02 19:00:00,Generator_001,D027,Generator,170.70075801113987,32.01416720207941,250.0,0.0,8.90312998412481,1796.6748548408157,10.409537148838776,10.409537148838776,104.06608975817008,-7.34575996422683,65.32517903101062,41.78062599682496,8.208103944709071,2,Eco,11.79579042821424,0,0.32515408203911195,94.64951272601256,Normal,118.87045920562383,8.831131979465628,Running,No,,Site_1
2024-01-02 20:00:00,Generator_001,D027,Generator,170.70075801113987,0.0,250.0,0.0,0.0,0.0,0.0,0.0,102.53621912960645,4.945733932206052,10.18986866949059,14.548407976609514,0.0,N,N/A,12.2718350078063,0,0.0,0.0,Normal,118.87045920562383,0.0,Stopped,No,,Site_4
2024-01-02 21:00:00,Generator_001,D027,Generator,170.70075801113987,0.0,250.0,0.0,0.0,0.0,0.0,0.0,108.92190987058002,-9.972727021517954,1.3003232174712345,13.848792679118695,0.0,N,N/A,12.190750638640719,0,0.0,0.0,Normal,118.87045920562383,0.0,Stopped,No,,Site_3
2024-01-02 22:00:00,Generator_001,D027,Generator,170.70075801113987,0.0,250.0,0.0,0.0,0.0,0.0,0.0,97.27981044172911,5.889575065247181,18.76649350665197,10.809590415690483,0.0,N,N/A,12.38084724795591,0,0.0,0.0,Normal,118.87045920562383,0.0,Stopped,No,,Site_1
2024-01-02 23:00:00,Generator_001,D027,Generator,141.63877669247097,29.061981318668884,250.0,0.0,5.850856206930578,1749.6780220316803,5.0994159314438505,5.0994159314438505,92.76811614353234,-9.182513301734456,62.57274356034471,41.170171241386115,6.491116592022509,1,Power,11.866432995909955,0,0.1754669055604987,93.45689200425436,Normal,119.87045920562383,5.993051223584356,Running,No,,Site_1
2024-01-03 00:00:00,Generator_001,D027,Generator,141.63877669247097,0.0,250.0,0.0,0.0,0.0,0.0,0.0,96.409276329385,0.7926765253480781,12.283060528755843,17.37380064570516,0.0,N,N/A,12.252277140171225,0,0.0,0.0,Normal,119.87045920562383,0.0,Stopped,No,,Site_2
2024-01-03 01:00:00,Generator_001,D027,Generator,141.63877669247097,0.0,250.0,0.0,0.0,0.0,0.0,0.0,104.19650577484138,0.07131944302122761,9.300610694110304,10.544599969936101,0.0,N,N/A,11.872813778707583,0,0.0,0.0,Normal,119.87045920562383,0.0,Stopped,No,,Site_5
2024-01-03 02:00:00,Generator_001,D027,Generator,141.63877669247097,0.0,250.0,0.0,0.0,0.0,0.0,0.0,91.74617500307716,0.6571093051807875,8.57975283644205,16.209512678395647,0.0,N,N/A,12.29990386719485,0,0.0,0.0,Normal,119.87045920562383,0.0,Stopped,No,,Site_1
2024-01-03 03:00:00,Generator_001,D027,Generator,141.63877669247097,0.0,250.0,0.0,0.0,0.0,0.0,0.0,100.4137527871288,-6.423763589803475,8.158801461262426,10.769473098916182,0.0,N,N/A,11.664766216843894,0,0.0,0.0,Normal,119.87045920562383,0.0,Stopped,No,,Site_2
2024-01-03 04:00:00,Generator_001,D027,Generator,141.63877669247097,0.0,250.0,0.0,0.0,0.0,0.0,0.0,93.78121317370973,-4.136611161152029,10.559134894272436,15.414349580684412,0.0,N,N/A,11.632027368798143,0,0.0,0.0,Normal,119.87045920562383,0.0,Stopped,No,,Site_4
2024-01-03 05:00:00,Generator_001,D027,Generator,109.94853244510848,31.690244247362482,250.0,0.0,9.517404647788931,1806.1330377478705,9.149496878216784,9.149496878216784,100.60332459835826,0.3924096591281927,73.24763105346487,41.90348092955779,10.148809623576609,1,Power,11.835877369431344,0,0.28871651498799283,94.88952943034973,Normal,120.87045920562383,9.464672102978064,Running,No,,Site_3
2024-01-03 06:00:00,Generator_001,D027,Generator,109.94853244510848,0.0,250.0,0.0,0.0,0.0,0.0,0.0,105.39499474249985,-0.8398581588145593,9.832658450314321,18.98281922857078,0.0,N,N/A,11.806495004681775,0,0.0,0.0,Normal,120.87045920562383,0.0,Stopped,No,,Site_2
2024-01-03 07:00:00,Generator_001,D027,Generator,80.99809819820366,28.95043424690482,250.0,0.0,5.589807834389379,1745.658576983506,4.996120517399474,4.996120517399474,103.85718537937271,-6.672738549317387,65.00420380099942,41.117961566877874,6.348527380722302,1,Normal,12.424131640499755,0,0.17257497676165684,93.3548920785596,Normal,121.87045920562383,6.647860276385192,Running,No,,Site_2
2024-01-03 08:00:00,Generator_001,D027,Generator,80.99809819820366,0.0,250.0,0.0,0.0,0.0,0.0,0.0,104.14268762390152,-6.930303996614411,0.4487492471506247,10.41151456488468,0.0,N,N/A,11.816625837791898,0,0.0,0.0,Normal,121.87045920562383,0.0,Stopped,No,,Site_3
2024-01-03 09:00:00,Generator_001,D027,Generator,80.99809819820366,0.0,250.0,0.0,0.0,0.0,0.0,0.0,99.98833831675621,9.560451260782333,16.03989340816505,14.48429096787174,0.0,N,N/A,12.475465678890032,0,0.0,0.0,Normal,121.87045920562383,0.0,Stopped,No,,Site_1
2024-01-03 10:00:00,Generator_001,D027,Generator,80.99809819820366,0.0,250.0,0.0,0.0,0.0,0.0,0.0,107.91954909113454,-0.8391852784438019,7.362994030987904,10.042943058174115,0.0,N,N/A,12.238494981424106,0,0.0,0.0,Normal,121.87045920562383,0.0,Stopped,No,,Site_3
2024-01-03 11:00:00,Generator_001,D027,Generator,80.99809819820366,0.0,250.0,0.0,0.0,0.0,0.0,0.0,99.57962466778972,5.083233115179802,20.023890475564237,16.668877314558884,0.0,N,N/A,12.299576174953815,0,0.0,0.0,Normal,121.87045920562383,0.0,Stopped,No,,Site_4
2024-01-03 12:00:00,Generator_001,D027,Generator,59.06269937825366,21.935398819950002,250.0,20.438049815758486,8.432572948343307,644.0729594915698,0.0,0.0,108.71330153451787,-2.8521290283678287,69.67764285613517,41.68651458966866,7.495356070486577,N,N/A,11.826366469674063,0,0.0,94.46565108298591,Normal,122.87045920562383,8.71398963511105,Running,No,,Site_2
2024-01-03 13:00:00,Generator_001,D027,Generator,59.06269937825366,0.0,250.0,0.0,0.0,0.0,0.0,0.0,102.063437492412,-9.549027072848448,0.835095868753676,14.454580819387985,0.0,N,N/A,12.171557776314197,0,0.0,0.0,Normal,122.87045920562383,0.0,Stopped,No,,Site_5
2024-01-03 14:00:00,Generator_001,D027,Generator,59.06269937825366,0.0,250.0,0.0,0.0,0.0,0.0,0.0,97.02710066856226,-8.879047645859877,2.7886162085800414,13.975579973157192,0.0,N,N/A,12.21596377234015,0,0.0,0.0,Normal,122.87045920562383,0.0,Stopped,No,,Site_4
2024-01-03 15:00:00,Generator_001,D027,Generator,59.06269937825366,0.0,250.0,0.0,0.0,0.0,0.0,0.0,109.4072134640401,7.486034715329559,13.36202102435836,17.27853356955982,0.0,N,N/A,11.94422036216801,0,0.0,0.0,Normal,122.87045920562383,0.0,Stopped,No,,Site_4
2024-01-03 16:00:00,Generator_001,D027,Generator,59.06269937825366,0.0,250.0,0.0,0.0,0.0,0.0,0.0,96.70833484323558,7.9285765311410685,14.324253399960627,15.871800675834395,0.0,N,N/A,11.58607797431677,0,0.0,0.0,Normal,122.87045920562383,0.0,Stopped,No,,Site_4
2024-01-03 17:00:00,Generator_001,D027,Generator,59.06269937825366,0.0,250.0,0.0,0.0,0.0,0.0,0.0,105.1048749558437,1.8135778242519578,10.571301922252506,10.066188678850281,0.0,N,N/A,12.138805999714215,0,0.0,0.0,Normal,122.87045920562383,0.0,Stopped,No,,Site_2
2024-01-03 18:00:00,Generator_001,D027,Generator,59.06269937825366,0.0,250.0,0.0,0.0,0.0,0.0,0.0,99.26903668411377,-6.279871637778919,2.537823688539163,15.538669265105248,0.0,N,N/A,11.542232914438838,0,0.0,0.0,Normal,122.87045920562383,0.0,Stopped,No,,Site_5
2024-01-03 19:00:00,Generator_001,D027,Generator,247.61058072825762,27.3154294126368,250.0,0.0,2.521408405882937,1698.4134523781624,2.878459488141569,2.878459488141569,99.86100450073673,6.68486142703307,77.44128394879795,40.504281681176586,2.7883936408990566,1,Normal,12.392686525640555,0,0.1053785186627863,92.15597055048104,Normal,123.87045920562383,2.0458128737342682,Running,Yes,Refueling event,Site_2
2024-01-03 20:00:00,Generator_001,D027,Generator,247.61058072825762,0.0,250.0,0.0,0.0,0.0,0.0,0.0,97.46404431946961,1.977826467985743,10.595421572938328,14.804859054503932,0.0,N,N/A,11.936068511518434,0,0.0,0.0,Normal,123.87045920562383,0.0,Stopped,No,,Site_4
2024-01-03 21:00:00,Generator_001,D027,Generator,247.61058072825762,0.0,250.0,0.0,0.0,0.0,0.0,0.0,97.22326895885378,-9.649098389554014,-2.0537265499377737,15.816544969268918,0.0,N,N/A,11.646137120721349,0,0.0,0.0,Normal,123.87045920562383,0.0,Stopped,No,,Site_2
2024-01-03 22:00:00,Generator_001,D027,Generator,247.61058072825762,0.0,250.0,0.0,0.0,0.0,0.0,0.0,91.89017304759659,9.10312717497115,14.590276181833804,12.91664097678753,0.0,N,N/A,12.138946525278069,0,0.0,0.0,Normal,123.87045920562383,0.0,Stopped,No,,Site_2
2024-01-03 23:00:00,Generator_001,D027,Generator,247.61058072825762,0.0,250.0,0.0,0.0,0.0,0.0,0.0,106.46629633660875,0.8742467049668505,14.598678049551257,18.268219966068482,0.0,N,N/A,12.184967151283303,0,0.0,0.0,Normal,123.87045920562383,0.0,Stopped,No,,Site_3
2024-01-04 00:00:00,Generator_001,D027,Generator,218.61970949104787,28.99087123720975,250.0,0.0,7.033994029927293,1767.8951724305066,4.087552974968376,4.087552974968376,93.76833569930594,-0.30201950490556584,71.80817870407263,41.40679880598546,6.2493196443681445,1,Eco,11.840313091284836,0,0.1409944855234984,93.91918168971596,Normal,124.87045920562383,6.062050562883499,Running,No,,Site_2
2024-01-04 01:00:00,Generator_001,D027,Generator,218.61970949104787,0.0,250.0,0.0,0.0,0.0,0.0,0.0,92.33131301683854,2.2685671880323905,15.582729006692828,15.256528246854971,0.0,N,N/A,12.03209565365722,0,0.0,0.0,Normal,124.87045920562383,0.0,Stopped,No,,Site_1
2024-01-04 02:00:00,Generator_001,D027,Generator,218.61970949104787,0.0,250.0,0.0,0.0,0.0,0.0,0.0,93.4441431924544,-9.652412015271452,-1.17031289111004,16.910507035446805,0.0,N,N/A,11.639013981946102,0,0.0,0.0,Normal,124.87045920562383,0.0,Stopped,No,,Site_5
2024-01-04 03:00:00,Generator_001,D027,Generator,218.61970949104787,0.0,250.0,0.0,0.0,0.0,0.0,0.0,91.57209924233035,4.88920432546349,11.075173232816612,11.287144784392058,0.0,N,N/A,12.194244236814672,0,0.0,0.0,Normal,124.87045920562383,0.0,Stopped,No,,Site_3
2024-01-04 04:00:00,Generator_001,D027,Generator,218.61970949104787,0.0,250.0,0.0,0.0,0.0,0.0,0.0,101.86352343250293,5.680594460922805,11.45794743614277,17.74692308040372,0.0,N,N/A,12.25733403437769,0,0.0,0.0,Normal,124.87045920562383,0.0,Stopped,No,,Site_1
2024-01-04 05:00:00,Generator_001,D027,Generator,218.61970949104787,0.0,250.0,0.0,0.0,0.0,0.0,0.0,108.02349734306699,8.170585968049238,13.603400928696416,13.016458054452123,0.0,N,N/A,11.510272396762298,0,0.0,0.0,Normal,124.87045920562383,0.0,Stopped,No,,Site_1
2024-01-04 06:00:00,Generator_001,D027,Generator,218.61970949104787,0.0,250.0,0.0,0.0,0.0,0.0,0.0,105.61604272254617,-2.969326670578254,2.938466459816337,18.458615224525182,0.0,N,N/A,12.44184497950506,0,0.0,0.0,Normal,124.87045920562383,0.0,Stopped,No,,Site_3
2024-01-04 07:00:00,Generator_001,D027,Generator,218.61970949104787,0.0,250.0,0.0,0.0,0.0,0.0,0.0,105.08035742299653,0.09818458113601203,5.781554970113664,18.19586504832906,0.0,N,N/A,12.263244032963993,0,0.0,0.0,Normal,124.87045920562383,0.0,Stopped,No,,Site_2
2024-01-04 08:00:00,Generator_001,D027,Generator,186.73417527824313,31.885534212804757,250.0,0.0,8.846806834366173,1795.8076293408396,10.12789247039175,10.12789247039175,92.1464900941921,8.409543559580335,81.06358560989018,41.769361366873234,9.460866167363163,2,Power,12.351296810118527,0,0.3176328300726584,94.62750547488761,Normal,125.87045920562383,7.732554269927846,Running,No,,Site_5
2024-01-04 09:00:00,Generator_001,D027,Generator,186.73417527824313,0.0,250.0,0.0,0.0,0.0,0.0,0.0,92.71824739811063,9.626022484841204,18.866940958313947,15.142510028746292,0.0,N,N/A,11.907577969974618,0,0.0,0.0,Normal,125.87045920562383,0.0,Stopped,No,,Site_3
2024-01-04 10:00:00,Generator_001,D027,Generator,186.73417527824313,0.0,250.0,0.0,0.0,0.0,0.0,0.0,103.74093114974782,4.0946183038162065,14.665939532121946,10.40608563141882,0.0,N,N/A,11.828115407330639,0,0.0,0.0,Normal,125.87045920562383,0.0,Stopped,No,,Site_3
2024-01-04 11:00:00,Generator_001,D027,Generator,186.73417527824313,0.0,250.0,0.0,0.0,0.0,0.0,0.0,90.25571688990642,-5.482531405401843,3.59029079961934,19.849623281908457,0.0,N,N/A,11.927961663818248,0,0.0,0.0,Normal,125.87045920562383,0.0,Stopped,No,,Site_4
2024-01-04 12:00:00,Generator_001,D027,Generator,186.73417527824313,0.0,250.0,0.0,0.0,0.0,0.0,0.0,92.03444313130262,3.4419095672923135,12.405607152611173,15.226623763035853,0.0,N,N/A,12.176518664397344,0,0.0,0.0,Normal,125.87045920562383,0.0,Stopped,No,,Site_4
