Timestamp,Equipment_ID,Driver_ID,Equipment_Type,Fuel_Level (L),Fuel_Consumed (L/hr),Fuel_Tank_Capacity (L),Idle_Time (min),Load (%),RPM,Speed (km/h),Distance_Travelled (km),Fuel_Price (₹),Temperature (°C),Engine_Temperature (°C),Oil_Pressure (psi),Throttle_Position (%),Gear_Position,Driving_Mode,Battery_Voltage (V),Sensor_Fault_Code,Fuel_Efficiency (km/L),Emission_Rate (g/km),Maintenance_Status,Time_Since_Last_Service (hrs),Average_Load_Last_3hr (%),Operational_Status,Refuel_Event,Event_Notes,Location,Hour,Day,Weekday,Is_Weekend,Is_WorkHours,Fuel_Level_Pct,Is_Low_Fuel,Is_Idle,Is_Active,Consumption_Per_Load,Engine_Ambient_Temp_Diff,Maintenance_Due_Soon,Prev_Fuel_Level,Prev_Load,Prev_RPM,Fuel_Level_Change,Avg_Consumption_6h,Avg_Load_6h,Avg_Speed_6h,Avg_Consumption_12h,Avg_Load_12h,Avg_Speed_12h,Avg_Consumption_24h,Avg_Load_24h,Avg_Speed_24h,Has_Sensor_Fault,Engine_Overheating,Oil_Pressure_Warning,Equipment_Type_Excavator,Equipment_Type_Forklift,Equipment_Type_Generator,Equipment_Type_Truck,Gear_Position_1,Gear_Position_2,Gear_Position_N,Driving_Mode_Eco,Driving_Mode_N/A,Driving_Mode_Normal,Driving_Mode_Power,Operational_Status_Running,Operational_Status_Stopped,Maintenance_Status_Needs Service,Maintenance_Status_Normal,Maintenance_Status_Service Due Soon
2024-01-01 18:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,104.55090302982872,5.37414646614396,12.558011448120581,16.43338166968895,0.0,N,N/A,12.412609222841127,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_1,18,1,0,0,0,54.24299394707845,0,0,0,0.0,7.183864981976621,0,135.60748486769614,105.99794267893206,0.0,0.0,6.037197164983073,35.87803314655889,0.10388694318280711,3.0185985824915367,17.939016573279446,0.051943471591403556,1.9064833152578127,11.329905204176493,0.03280640311036014,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-01 19:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,108.09235086907898,-9.62470413796419,0.3523096398919101,16.528653326655572,0.0,N,N/A,11.500867641962273,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_4,19,1,0,0,0,54.24299394707845,0,0,0,0.0,9.9770137778561,0,135.60748486769614,0.0,0.0,0.0,6.037197164983073,35.87803314655889,0.10388694318280711,3.0185985824915367,17.939016573279446,0.051943471591403556,1.811159149494922,10.763409943967668,0.031166082954842134,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-01 20:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,109.0831069185229,0.3076600592740846,14.706770791575456,14.906794538955346,0.0,N,N/A,11.936057667463368,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_1,20,1,0,0,0,54.24299394707845,0,0,0,0.0,14.399110732301372,0,135.60748486769614,0.0,0.0,0.0,0.0,17.66632377982201,0.0,3.0185985824915367,17.939016573279446,0.051943471591403556,1.7249134757094495,10.25086661330254,0.029681983766516318,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-01 21:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,102.94148819009467,-0.35867316704934105,10.313765688070012,19.35042187508951,0.0,N,N/A,11.858918326597212,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_4,21,1,0,0,0,54.24299394707845,0,0,0,0.0,10.672438855119353,0,135.60748486769614,0.0,0.0,0.0,0.0,17.66632377982201,0.0,3.0185985824915367,17.939016573279446,0.051943471591403556,1.6465083177226563,9.784918130879698,0.028332802686220123,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-01 22:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,97.6832735032937,7.0668415667005675,15.467469468884754,18.411815871271443,0.0,N,N/A,12.260453080881447,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_2,22,1,0,0,0,54.24299394707845,0,0,0,0.0,8.400627902184187,0,135.60748486769614,0.0,0.0,0.0,0.0,17.66632377982201,0.0,3.0185985824915367,17.939016573279446,0.051943471591403556,1.5749209995608018,9.359486907797972,0.027100941699862723,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-01 23:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,93.86185437818834,3.917645572141515,17.88225255064498,16.30617057448943,0.0,N,N/A,11.85926112150031,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_4,23,1,0,0,0,54.24299394707845,0,0,0,0.0,13.964606978503467,0,135.60748486769614,0.0,0.0,0.0,0.0,0.0,0.0,3.0185985824915367,17.939016573279446,0.051943471591403556,1.5092992912457683,8.969508286639723,0.025971735795701778,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 00:00:00,Generator_001,D027,Generator,135.60748486769614,0.0,250.0,0.0,0.0,0.0,0.0,0.0,109.33148279724026,1.8589085695870402,11.751234074364437,10.629926308448551,0.0,N,N/A,12.040552047218439,0,0.0,0.0,Normal,113.87045920562383,0.0,Stopped,No,,Site_5,0,2,1,0,0,54.24299394707845,0,0,0,0.0,9.892325504777396,0,135.60748486769614,0.0,0.0,0.0,0.0,0.0,0.0,3.0185985824915367,17.939016573279446,0.051943471591403556,1.5092992912457683,8.969508286639723,0.025971735795701778,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 01:00:00,Generator_001,D027,Generator,107.18970581894555,28.417779048750596,250.0,0.0,5.468744676489207,1743.794528930644,3.70077789072942,3.70077789072942,107.48510785945675,4.42023978275277,76.06086318569953,41.09374893529784,5.858289536079158,1,Power,11.905507855997884,0,0.13022755523507834,93.30758884127073,Normal,114.87045920562383,5.377679938039416,Running,No,,Site_5,1,2,1,0,0,42.875882327578225,0,0,1,5.196398941592951,71.64062340294676,0,135.60748486769614,0.0,0.0,-28.41777904875059,4.7362965081251,0.9114574460815345,0.61679631512157,5.386746836554086,18.394745296320213,0.3603416291521886,2.693373418277043,9.197372648160107,0.1801708145760943,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
2024-01-02 02:00:00,Generator_001,D027,Generator,107.18970581894555,0.0,250.0,0.0,0.0,0.0,0.0,0.0,94.85365103204501,1.5869142462291776,15.8350723637644,10.368776674230375,0.0,N,N/A,11.64159047222804,0,0.0,0.0,Normal,114.87045920562383,0.0,Stopped,No,,Site_4,2,2,1,0,0,42.875882327578225,0,0,0,0.0,14.248158117535223,0,107.18970581894555,5.468744676489207,1743.794528930644,0.0,4.7362965081251,0.9114574460815345,0.61679631512157,2.36814825406255,9.288890612951773,0.308398157560785,2.693373418277043,9.197372648160107,0.1801708145760943,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 03:00:00,Generator_001,D027,Generator,107.18970581894555,0.0,250.0,0.0,0.0,0.0,0.0,0.0,106.35600355527853,-9.712695900760739,1.613918646757007,19.046623506198625,0.0,N,N/A,12.320739223016032,0,0.0,0.0,Normal,114.87045920562383,0.0,Stopped,No,,Site_5,3,2,1,0,0,42.875882327578225,0,0,0,0.0,11.326614547517746,0,107.18970581894555,0.0,0.0,0.0,4.7362965081251,0.9114574460815345,0.61679631512157,2.36814825406255,9.288890612951773,0.308398157560785,2.693373418277043,9.197372648160107,0.1801708145760943,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 04:00:00,Generator_001,D027,Generator,76.42443485179824,30.765270967147316,250.0,0.0,6.8500055946860625,1765.0622438136656,8.757497973101172,8.757497973101172,101.5193402090497,-5.588549515141532,66.46645216326428,41.37000111893721,8.15384461782049,1,Power,12.304453530927308,0,0.28465531743415695,93.84729153947056,Normal,115.87045920562383,6.36840893971795,Running,No,,Site_4,4,2,1,0,0,30.569773940719298,0,0,1,4.49127676494362,72.05500167840582,0,107.18970581894555,0.0,0.0,-30.765270967147316,9.863841669316319,2.0531250451958782,2.076379310638432,4.931920834658159,9.859724412508944,1.038189655319216,3.975259708574848,9.482789547938692,0.5450665634553098,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
2024-01-02 05:00:00,Generator_001,D027,Generator,76.42443485179824,0.0,250.0,0.0,0.0,0.0,0.0,0.0,93.3610170627081,6.7285418457824555,19.659558545247954,17.642278823672722,0.0,N,N/A,12.093085253040847,0,0.0,0.0,Normal,115.87045920562383,0.0,Stopped,No,,Site_1,5,2,1,0,0,30.569773940719298,0,0,0,0.0,12.931016699465498,0,76.42443485179824,6.8500055946860625,1765.0622438136656,0.0,9.863841669316319,2.0531250451958782,2.076379310638432,4.931920834658159,1.0265625225979391,1.038189655319216,3.975259708574848,9.482789547938692,0.5450665634553098,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 06:00:00,Generator_001,D027,Generator,76.42443485179824,0.0,250.0,0.0,0.0,0.0,0.0,0.0,107.592538816775,-6.699877464970767,0.7365686299650323,15.819858017615891,0.0,N,N/A,11.633370877057075,0,0.0,0.0,Normal,115.87045920562383,0.0,Stopped,No,,Site_5,6,2,1,0,0,30.569773940719298,0,0,0,0.0,7.436446094935799,0,76.42443485179824,0.0,0.0,0.0,9.863841669316319,2.0531250451958782,2.076379310638432,4.931920834658159,1.0265625225979391,1.038189655319216,3.975259708574848,9.482789547938692,0.5450665634553098,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 07:00:00,Generator_001,D027,Generator,46.37178781175575,30.05264704004249,250.0,0.0,2.563209955169725,1699.0570841642993,10.148766241488937,10.148766241488937,102.7965140746459,4.134824969136087,74.90378795568701,40.512641991033945,2.261940733995376,2,Power,12.093730523339772,0,0.337699578608387,92.17230374911269,Normal,116.87045920562383,2.7604318705948128,Running,No,,Site_4,7,2,1,0,0,18.5487151247023,1,0,1,11.724613888702118,70.76896298655092,0,76.42443485179824,0.0,0.0,-30.052647040042487,10.136319667864967,1.568869258309298,3.1510440357650182,7.436308087995034,1.240163352195416,1.8839201754432942,5.227453335243285,9.589589962737431,0.967931823517349,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
2024-01-02 08:00:00,Generator_001,D027,Generator,46.37178781175575,0.0,250.0,0.0,0.0,0.0,0.0,0.0,106.52967196443424,-1.759373509995081,12.621522594471008,16.105379886304853,0.0,N,N/A,11.53762121197784,0,0.0,0.0,Normal,116.87045920562383,0.0,Stopped,No,,Site_4,8,2,1,0,0,18.5487151247023,1,0,0,0.0,14.380896104466089,0,46.37178781175575,2.563209955169725,1699.0570841642993,0.0,10.136319667864967,1.568869258309298,3.1510440357650182,7.436308087995034,1.240163352195416,1.8839201754432942,5.227453335243285,9.589589962737431,0.967931823517349,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 09:00:00,Generator_001,D027,Generator,46.37178781175575,0.0,250.0,0.0,0.0,0.0,0.0,0.0,100.79445652776073,-1.6242825978144957,8.952821436880459,13.987337473286582,0.0,N,N/A,12.486603524760895,0,0.0,0.0,Normal,116.87045920562383,0.0,Stopped,No,Low oil pressure warning,Site_5,9,2,1,0,1,18.5487151247023,1,0,0,0.0,10.577104034694955,0,46.37178781175575,0.0,0.0,0.0,10.136319667864967,1.568869258309298,3.1510440357650182,7.436308087995034,1.240163352195416,1.8839201754432942,5.227453335243285,9.589589962737431,0.967931823517349,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 10:00:00,Generator_001,D027,Generator,46.37178781175575,0.0,250.0,0.0,0.0,0.0,0.0,0.0,108.45346078919107,5.406625662217175,16.99989724614003,12.764265839239137,0.0,N,N/A,11.693718993013196,0,0.0,0.0,Normal,116.87045920562383,0.0,Stopped,No,,Site_4,10,2,1,0,1,18.5487151247023,1,0,0,0.0,11.593271583922855,0,46.37178781175575,0.0,0.0,0.0,5.008774506673748,0.4272016591949542,1.6914610402481562,7.436308087995034,1.240163352195416,1.8839201754432942,5.227453335243285,9.589589962737431,0.967931823517349,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 11:00:00,Generator_001,D027,Generator,202.7149252132193,21.935398819950002,250.0,20.42048376149566,5.686689354436953,778.0159186697126,0.0,0.0,107.90158349801598,-0.9370474452797346,70.76895936105136,41.13733787088739,4.813361917917398,N,N/A,12.037360639690515,0,0.0,93.3927467786286,Normal,117.87045920562383,5.6527088743576845,Running,Yes,Refueling event,Site_1,11,2,1,0,1,81.08597008528771,0,1,1,3.8573232073658534,71.70600680633109,0,46.37178781175575,0.0,0.0,156.34313740146354,8.66467430999875,1.37498321826778,1.6914610402481562,9.264257989657533,1.714054131731829,1.8839201754432942,6.141428286074535,9.826535352505637,0.967931823517349,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2024-01-02 12:00:00,Generator_001,D027,Generator,202.7149252132193,0.0,250.0,0.0,0.0,0.0,0.0,0.0,104.75495732018284,1.854133245313431,10.113856388523415,11.987513955465461,0.0,N,N/A,12.176852545875107,0,0.0,0.0,Normal,117.87045920562383,0.0,Stopped,No,,Site_1,12,2,1,0,1,81.08597008528771,0,0,0,0.0,8.259723143209984,0,202.7149252132193,5.686689354436953,778.0159186697126,0.0,8.66467430999875,1.37498321826778,1.6914610402481562,9.264257989657533,1.714054131731829,1.8839201754432942,6.141428286074535,9.826535352505637,0.967931823517349,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 13:00:00,Generator_001,D027,Generator,202.7149252132193,0.0,250.0,0.0,0.0,0.0,0.0,0.0,93.5612153094009,-2.4893522424451797,4.717275340576469,14.709902598343213,0.0,N,N/A,11.984407715904261,0,0.0,0.0,Normal,117.87045920562383,0.0,Stopped,No,,Site_2,13,2,1,0,1,81.08597008528771,0,0,0,0.0,7.206627583021649,0,202.7149252132193,0.0,0.0,0.0,3.6558998033250005,0.9477815590728255,0.0,6.896109735594983,1.2583254086910618,1.5755220178825091,6.141428286074535,9.826535352505637,0.967931823517349,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2024-01-02 14:00:00,Generator_001,D027,Generator,202.7149252132193,0.0,250.0,0.0,0.0,0.0,0.0,0.0,92.73002998696406,-0.8451961398391106,6.0963530891883035,13.585901854601197,0.0,N,N/A,11.76969453098037,0,0.0,0.0,Normal,117.87045920562383,0.0,Stopped,No,,Site_1,14,2,1,0,1,81.08597008528771,0,0,0,0.0,6.941549229027414,0,202.7149252132193,0.0,0.0,0.0,3.6558998033250005,0.9477815590728255,0.0,6.896109735594983,1.2583254086910618,1.5755220178825091,4.632128994828767,5.273608010821417,0.9419600877216471,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
